 LUCES , NDVI , ZURBANA , AREA , TEMPERATURA , DENSIDAD 
63,0.16,0.7,0.93,30.42,6933
63,0.17,0.62,1.42,31.37,1547
63,0.13,0.81,0.85,29.98,1196
63,0.2,0.59,0.33,30.85,14151
63,0.13,0.81,0.29,29.98,13490
63,0.19,0.55,0.2,31.31,15086
63,0.19,0.55,0.23,31.31,18860
63,0.19,0.55,0.3,31.31,19699
63,0.19,0.55,0.21,31.31,21706
63,0.13,0.81,0.19,29.98,20795
63,0.13,0.81,0.28,29.98,16914
63,0.13,0.81,0.23,29.98,19647
63,0.19,0.55,0.29,31.31,20629
63,0.19,0.55,0.3,31.31,12645
63,0.2,0.5,0.78,32.1,8858
63,0.19,0.55,0.22,31.31,11054
63,0.19,0.55,0.34,31.31,15303
63,0.19,0.55,0.42,31.31,15506
63,0.13,0.81,0.28,29.98,14736
63,0.19,0.55,0.28,31.31,20722
63,0.13,0.81,0.28,29.98,8123
63,0.19,0.55,0.28,31.31,24663
63,0.13,0.81,0.33,29.98,11500
63,0.15,0.73,0.62,30.42,10189
63,0.2,0.5,0.53,32.1,6039
63,0.13,0.81,0.2,29.98,3111
63,0.13,0.81,0.23,29.98,9699
63,0.16,0.66,2.12,31.09,162
63,0.13,0.81,0.5,29.98,14
63,0.16,0.61,0.74,31.32,9370
62,0.16,0.61,0.14,31.32,22257
62,0.16,0.61,0.37,31.32,13631
62,0.16,0.61,0.32,31.32,13684
62,0.16,0.61,0.47,31.32,14926
62,0.27,0.24,1.23,30.89,8820
62,0.16,0.61,0.93,31.32,10651
63,0.16,0.61,0.48,31.32,12651
63,0.16,0.61,0.3,31.32,7362
63,0.16,0.61,0.15,31.32,12170
62,0.16,0.61,0.16,31.32,16277
62,0.16,0.61,0.26,31.32,20001
63,0.16,0.61,0.24,31.32,15818
62,0.16,0.61,0.26,31.32,20467
62,0.16,0.61,0.05,31.32,26250
63,0.16,0.61,0.08,31.32,12221
62.5,0.16,0.61,0.22,31.32,13612
62,0.16,0.61,0.22,31.32,16540
63,0.16,0.61,0.18,31.32,11779
62,0.16,0.61,0.22,31.32,21163
63,0.16,0.61,0.16,31.32,20478
62,0.31,0.12,0.29,30.75,11352
63,0.2,0.58,1.03,31.37,6802
63,0.2,0.5,1.74,32.1,5022
63,0.2,0.5,0.5,32.1,26568
63,0.2,0.5,0.78,32.1,1972
63,0.2,0.58,0.21,31.37,24440
63,0.2,0.58,0.18,31.37,22477
63,0.2,0.58,0.19,31.37,30777
63,0.2,0.58,0.33,31.37,5266
63,0.2,0.58,0.21,31.37,13414
63,0.19,0.55,0.19,31.31,20133
63,0.2,0.58,0.25,31.37,11167
63,0.19,0.53,0.69,31.57,8165
63,0.19,0.55,0.28,31.31,10486
63,0.19,0.55,0.24,31.31,10447
63,0.2,0.5,2.34,32.1,1424
62,0.43,0.22,0.8,25.01,4682
62,0.45,0.2,1.68,24.72,3217
56.68,0.51,0.19,7.98,22.35,483
42,0.6,0.22,2.12,20.38,841
46.64,0.42,0.22,2.64,23.01,682
42,0.3,0.22,2.35,27.55,4195
41.44,0.31,0.2,2.36,27.47,4599
45,0.37,0.15,1.06,24.97,5099
47,0.33,0.18,1.33,26.64,3596
49,0.37,0.15,0.26,24.97,1617
45,0.31,0.2,0.16,27.47,419
62,0.25,0.25,1.36,27.16,2613
62.33,0.25,0.25,1.28,27.16,4456
62,0.26,0.24,1.38,27.19,3792
63,0.25,0.25,0.93,27.16,5381
62,0.25,0.25,0.83,27.16,2575
63,0.25,0.25,0.22,27.16,4237
63,0.25,0.25,0.25,27.16,3440
63,0.26,0.25,1.29,27.3,1213
62,0.27,0.2,0.75,27.31,389
41.5,0.27,0.14,2.16,26.91,4860
36.63,0.27,0.14,1.95,26.91,2648
55,0.27,0.13,1.09,26.19,8322
55,0.27,0.13,0.46,26.19,4758
55,0.27,0.13,0.69,26.19,914
62,0.28,0.14,2.41,27.59,2924
62,0.27,0.14,0.58,26.91,1676
55.6,0.26,0.21,1.1,26.67,3366
58,0.26,0.2,0.65,26.55,4643
55,0.26,0.2,0.18,26.55,2329
58,0.26,0.22,0.29,26.75,44
55,0.26,0.2,0.22,26.55,421
35.62,0.27,0.13,3.04,26.19,899
50,0.27,0.2,0.33,27.31,7047
61,0.24,0.1,0.91,30.79,6709
61,0.25,0.1,1.75,29.29,2156
61,0.23,0.1,0.17,31.79,10248
61.5,0.38,0.1,1.46,29.97,2548
61,0.23,0.1,1.42,31.79,2743
61,0.23,0.1,0.65,31.79,2526
61,0.23,0.1,0.41,31.79,2567
61,0.23,0.1,1.5,31.19,1242
56,0.25,0.35,2.43,31.42,1229
56,0.2,0.35,0.39,30.87,1038
60.5,0.17,0.42,0.99,33.42,5260
60.88,0.2,0.4,1.78,33.21,4066
62,0.2,0.4,0.32,33.21,2442
62,0.2,0.4,0.47,33.21,2096
62,0.2,0.4,0.53,33.21,3223
60,0.26,0.12,3.06,29.98,1356
54,0.26,0.12,1.78,29.98,5045
54.2,0.26,0.12,1.24,29.98,5063
50,0.29,0.12,1.42,29.85,2896
59,0.26,0.15,0.44,32.39,4442
45,0.28,0.12,0.38,33.07,9486
61.14,0.23,0.1,1.76,31.99,5801
62,0.28,0.12,0.52,33.07,6083
62,0.28,0.12,0.71,33.07,9722
63,0.15,0.43,0.57,30.31,2338
63,0.15,0.43,1.61,30.31,1837
63,0.15,0.43,0.89,30.31,993
63,0.15,0.43,1.24,30.31,32
63,0.23,0.28,1.28,30.35,2400
63,0.26,0.21,1.33,30.37,561
63,0.28,0.18,0.53,30.38,13460
63,0.28,0.18,1.17,30.38,1563
63,0.19,0.59,1.01,28.61,6116
63,0.19,0.59,0.44,28.61,7721
63,0.19,0.59,1.14,28.61,4820
63,0.19,0.59,0.59,28.61,11650
63,0.28,0.18,1.04,30.38,684
63,0.28,0.18,1.61,30.38,17
62.25,0.19,0.63,0.73,29.39,2239
63,0.22,0.4,1.3,30.87, -   
63,0.19,0.65,0.53,29.78,13982
63,0.17,0.62,1.24,31.37,10
62,0.19,0.65,0.79,29.78,42
63,0.17,0.62,0.57,31.37,6467
63,0.17,0.62,1.08,31.37,941
62.87,0.22,0.46,3.33,29.18,83
62.86,0.22,0.53,1.55,29.45,1508
62.5,0.19,0.65,1.03,29.78,4945
63,0.17,0.62,0.5,31.37,6988
63,0.19,0.65,0.83,29.78,8015
63,0.19,0.65,0.56,29.78,5595
63,0.13,0.81,0.21,29.98,8367
63,0.13,0.81,0.18,29.98,11834
63,0.13,0.81,0.34,29.98,10338
63,0.13,0.81,0.29,29.98,12342
63,0.16,0.41,3.46,30.15,1527
63,0.19,0.59,0.11,28.61,34301
63,0.19,0.59,0.09,28.61,30165
62,0.2,0.56,2.8,29.28,2165
63,0.17,0.62,0.02,31.37,39555
63,0.28,0.18,0.24,30.38,5200
63,0.19,0.65,0.75,29.78,5562
63,0.19,0.65,0.27,29.78,14861
63,0.19,0.65,0.3,29.78,14509
63,0.19,0.65,0.22,29.78,15128
63,0.17,0.62,0.52,31.37,11093
63,0.13,0.81,0.55,29.98,11318
63,0.13,0.81,0.81,29.98,2492
63,0.16,0.79,0.83,27.67,998
63,0.19,0.59,0.22,28.61,21132
63,0.19,0.59,0.31,28.61,21422
62,0.19,0.59,0.43,28.61,11432
62,0.23,0.43,0.55,29.21,3001
63,0.13,0.81,0.39,29.98,2741
63,0.17,0.39,1.63,30.32,3390
63,0.21,0.49,1.99,29.13,145
63,0.2,0.47,0.69,31.04,1639
63,0.28,0.18,0.7,30.38,1242
63,0.17,0.62,0.25,31.37,11549
63,0.22,0.3,0.3,30.34,15419
63,0.15,0.43,0.38,30.31,8611
63,0.24,0.32,0.29,28.7,15650
63,0.19,0.59,0.18,28.61,21004
63,0.19,0.59,0.18,28.61,25149
62.67,0.19,0.59,0.53,28.61,8806
63,0.19,0.59,0.4,28.61,9113
63,0.19,0.61,0.68,29,6439
63,0.17,0.62,0.25,31.37,11779
63,0.17,0.62,0.17,31.37,11519
62,0.19,0.65,0.91,29.78,8704
63,0.19,0.65,0.31,29.78,11491
63,0.17,0.62,0.38,31.37,6524
63,0.17,0.62,0.12,31.37,26994
63,0.17,0.62,0.24,31.37,8403
63,0.19,0.65,0.66,29.78,8462
63,0.19,0.65,0.17,29.78,13044
63,0.15,0.6,0.39,28.97,2123
63,0.15,0.6,0.8,28.97,3552
63,0.17,0.56,0.67,29.03,1744
63,0.17,0.75,0.82,28.37,3734
63,0.16,0.79,0.27,27.67,8222
63,0.17,0.62,0.17,31.37,15060
63,0.19,0.65,0.15,29.78,11998
63,0.17,0.62,0.1,31.37,13933
63,0.13,0.81,0.22,29.98,1613
63,0.19,0.65,0.25,29.78,11847
63,0.19,0.65,0.14,29.78,12228
63,0.17,0.62,0.2,31.37,17321
63,0.17,0.62,0.07,31.37,27629
62,0.25,0.18,0.14,28.39,9746
63,0.13,0.81,0.79,29.98,130
63,0.15,0.43,0.76,30.31,230
63,0.21,0.46,0.29,28.66,2689
63,0.19,0.59,0.37,28.61,21817
63,0.24,0.32,0.74,28.7,11801
63,0.24,0.32,0.56,28.7,16197
63,0.19,0.59,0.21,28.61,20107
60,0.23,0.43,0.58,29.21,575
63,0.19,0.65,0.24,29.78,13025
63,0.19,0.62,0.43,29.19,10875
62,0.23,0.43,0.79,29.21,6334
63,0.19,0.65,0.28,29.78,12112
63,0.19,0.65,0.37,29.78,10136
63,0.13,0.81,0.26,29.98,7209
62,0.24,0.35,0.4,28.94,16389
62,0.25,0.18,0.37,28.39,13553
62,0.2,0.49,1.7,28.55,887
63,0.28,0.18,0.23,30.38,6644
63,0.28,0.18,1.11,30.38,2275
63,0.15,0.8,3.68,27.96, -   
63,0.24,0.32,1.32,28.7, -   
60,0.25,0.18,1.83,28.39,3676
63,0.24,0.29,0.72,28.11,6564
63,0.25,0.18,0.96,28.39,5570
63,0.27,0.18,0.54,27.32,1077
63,0.14,0.66,0.51,31.95,10022
63,0.14,0.66,0.21,31.95,20704
63,0.14,0.66,0.16,31.95,13921
63,0.14,0.66,0.46,31.95,5621
63,0.14,0.66,0.52,31.95,12880
63,0.14,0.66,0.49,31.95,13427
63,0.14,0.66,0.21,31.95,20436
63,0.14,0.66,0.18,31.95,19672
63,0.14,0.66,0.12,31.95,17501
63,0.14,0.66,0.17,31.95,16206
63,0.14,0.66,0.21,31.95,18191
63,0.14,0.66,0.52,31.95,11364
60,0.14,0.66,0.32,31.95,17462
60,0.14,0.66,0.42,31.95,15633
60,0.14,0.66,0.49,31.95,14937
63,0.11,0.69,0.2,31.9,19394
63,0.14,0.66,0.16,31.95,19268
63,0.14,0.66,0.18,31.95,19812
60,0.14,0.66,0.54,31.95,11683
60,0.14,0.66,0.32,31.95,16538
60,0.27,0.66,0.49,31.29,14705
63,0.11,0.69,1.08,31.9,4062
63,0.11,0.69,0.16,31.9,18493
63,0.11,0.69,0.16,31.9,18180
63,0.11,0.69,0.23,31.9,16683
63,0.14,0.66,0.23,31.95,17380
63,0.14,0.66,0.19,31.95,16211
63,0.14,0.66,0.22,31.95,17236
63,0.11,0.69,0.31,31.9,14346
63,0.11,0.69,0.19,31.9,16792
63,0.11,0.69,0.19,31.9,15111
63,0.11,0.69,0.19,31.9,14352
63,0.12,0.55,0.35,31.95,21835
63,0.14,0.66,0.25,31.95,20145
63,0.11,0.69,0.17,31.9,18167
63,0.11,0.69,0.26,31.9,18281
63,0.11,0.69,0.23,31.9,17144
63,0.11,0.69,0.25,31.9,20120
63,0.11,0.69,0.26,31.9,12244
63,0.11,0.69,0.18,31.9,14091
63,0.12,0.55,0.18,31.95,12906
63,0.12,0.55,0.28,31.95,18624
63,0.14,0.66,0.22,31.95,17146
63,0.11,0.69,0.17,31.9,15001
63,0.11,0.69,0.3,31.9,11873
63,0.11,0.69,0.18,31.9,13913
63,0.11,0.69,0.2,31.9,11875
63,0.11,0.69,0.19,31.9,12927
63,0.11,0.69,0.18,31.9,16061
63,0.11,0.69,0.16,31.9,16256
63,0.11,0.69,0.18,31.9,11123
63,0.11,0.69,0.23,31.9,11725
63,0.17,0.44,1.43,31.53,3667
63,0.14,0.42,0.42,32.09,421
63,0.26,0.41,1.41,30.66,1179
63,0.14,0.66,0.29,31.95,17382
63,0.14,0.66,0.22,31.95,18792
63,0.11,0.69,0.12,31.9,19525
63,0.11,0.69,0.1,31.9,19451
60,0.14,0.66,0.21,31.95,16194
63,0.14,0.66,0.15,31.95,2996
63,0.14,0.66,0.45,31.95,10638
62,0.28,0.11,0.31,32.09,9963
62,0.32,0.11,1.3,31.71,2111
