ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,CVEGEO,luces,ndvi,zurbana,Datos,AREA,DENSIDAD,POBTOT,TOTHOG,VIVTOT,TVIVHAB,TEMPERATURA
15,México,14,Atlacomulco,1,Total AGEB urbana,337,1.50E+12,50,0.235062277,0.183754712,1,0.703080875,4621.090002,3249,799,988,803,28.3116
15,México,14,Atlacomulco,1,Total AGEB urbana,356,1.50E+12,40,0.235062277,0.183754712,1,0.937100358,2506.668554,2349,574,707,588,28.3116
15,México,14,Atlacomulco,1,Total AGEB urbana,426,1.50E+12,40,0.235062277,0.183754712,1,0.355363133,1364.801113,485,149,363,150,28.3116
15,México,14,Atlacomulco,35,Total AGEB urbana,479,1.50E+12,22,0.270756653,0.119941268,1,1.158662647,2081.710329,2412,472,568,472,27.6298
15,México,14,Atlacomulco,35,Total AGEB urbana,553,1.50E+12,22,0.270756653,0.119941268,1,0.14951825,528.3635932,79,15,16,15,27.6298
15,México,14,Atlacomulco,48,Total AGEB urbana,498,1.50E+12,28,0.259611127,0.228812032,1,1.602430691,2034.409363,3260,616,702,632,27.7632
15,México,14,Atlacomulco,48,Total AGEB urbana,500,1.50E+12,45.5,0.259611127,0.228812032,1,2.361129276,1683.51646,3975,763,901,798,27.7632
15,México,14,Atlacomulco,48,Total AGEB urbana,572,1.50E+12,29,0.259611127,0.228812032,1,0.192482454,1719.637262,331,74,86,76,27.7632
15,México,14,Atlacomulco,57,Total AGEB urbana,430,1.50E+12,40,0.255461051,0.15815409,1,1.627620604,1950.7003,3175,741,869,742,27.82177143
15,México,16,Axapusco,1,Total AGEB urbana,149,1.50E+12,48,0.217146946,0.36113679,1,0.540474659,954.7163612,516,125,153,126,29.6174
15,México,16,Axapusco,1,Total AGEB urbana,223,1.50E+12,48,0.242077837,0.223162522,1,0.6636119,2070.487285,1374,359,419,359,30.0296
15,México,16,Axapusco,16,Total AGEB urbana,187,1.50E+12,21,0.22514695,0.223362254,1,0.507756563,799.5957698,406,97,112,97,30.5696
15,México,16,Axapusco,17,Total AGEB urbana,280,1.50E+12,18.4,0.250169817,0.125441684,1,1.134681592,1094.580197,1242,309,381,310,30.6346
15,México,16,Axapusco,17,Total AGEB urbana,295,1.50E+12,16,0.250169817,0.125441684,1,1.259094858,1405.771764,1770,449,534,451,30.6346
15,México,18,Calimaya,1,Total AGEB urbana,124,1.50E+12,51,0.231119762,0.223767178,1,0.770395535,6508.345091,5014,1094,1208,1104,28.0936
15,México,18,Calimaya,1,Total AGEB urbana,139,1.50E+12,51,0.231119762,0.223767178,1,0.783575966,6774.071987,5308,1102,1316,1112,28.0936
15,México,18,Calimaya,3,Total AGEB urbana,004A,150180003004A,54,0.241220672,0.444683086,1,0.717435781,7510.079846,5388,1221,1300,1225,28.6336
15,México,18,Calimaya,6,Total AGEB urbana,196,1.50E+12,33.83333333,0.237012263,0.19778646,1,1.397996052,2303.296919,3220,714,775,714,27.5836
15,México,18,Calimaya,8,Total AGEB urbana,35,1.50E+12,58,0.237012263,0.19778646,1,1.077863133,5805.931951,6258,1517,1648,1524,27.5836
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,29,1.50E+12,63,0.199727843,0.621508506,1,0.243422395,7279.527414,1772,492,561,496,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,33,1.50E+12,63,0.199727843,0.621508506,1,0.834214057,7828.92586,6531,1784,2116,1800,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,48,1.50E+12,63,0.202712946,0.581083076,1,0.737347204,5693.382947,4198,1097,1305,1112,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,67,1.50E+12,63,0.160473028,0.608737282,1,0.422577641,16191.10747,6842,1833,2084,1852,31.3168
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,71,1.50E+12,63,0.160473028,0.608737282,1,0.387212511,15903.41174,6158,1668,1865,1687,31.3168
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,90,1.50E+12,63,0.199727843,0.621508506,1,0.418763404,15123.09799,6333,1754,1941,1758,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,103,1.50E+12,63,0.199727843,0.621508506,1,0.386824544,13266.99684,5132,1435,1575,1438,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,137,1.50E+12,63,0.202712946,0.581083076,1,0.56524685,7299.465708,4126,1168,1603,1182,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,141,1.50E+12,63,0.202712946,0.581083076,1,1.095086552,9597.414907,10510,2875,3840,2927,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,156,1.50E+12,63,0.199727843,0.621508506,1,0.760474845,9270.523601,7050,1895,2351,1963,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,160,1.50E+12,63,0.199727843,0.621508506,1,0.988473478,9911.242155,9797,2724,3576,2785,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,175,1.50E+12,63,0.199727843,0.621508506,1,0.598000297,7036.785803,4208,998,1161,1029,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,018A,150200001018A,63,0.199727843,0.621508506,1,0.834982245,8433.712266,7042,1876,2426,1894,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,194,1.50E+12,63,0.202712946,0.581083076,1,0.682732718,2971.880425,2029,557,680,560,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,315,1.50E+12,63,0.160473028,0.608737282,1,0.061598703,24870.6535,1532,416,494,416,31.3168
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,419,1.50E+12,63,0.199727843,0.621508506,1,0.554767163,22000.22066,12205,3426,4645,3467,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,457,1.50E+12,63,0.199727843,0.621508506,1,0.35003934,7399.168329,2590,631,745,637,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,512,1.50E+12,63,0.199727843,0.621508506,1,0.486279896,5527.68071,2688,707,936,712,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,531,1.50E+12,63,0.160473028,0.608737282,1,0.291903175,16861.75562,4922,1264,1519,1363,31.3168
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,546,1.50E+12,63,0.199727843,0.621508506,1,0.383762207,16377.3292,6285,1628,1955,1666,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,057A,150200001057A,63,0.202712946,0.581083076,1,0.569402152,8737.234283,4975,1226,1435,1233,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,584,1.50E+12,63,0.202712946,0.581083076,1,0.626475832,13038.01293,8168,1958,2387,1970,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,601,1.50E+12,63,0.288365563,0.411124279,1,0.344888078,14500.35625,5001,1418,1795,1425,29.5043
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,654,1.50E+12,63,0.189914139,0.6183157,1,0.636076918,7895.271562,5022,1308,1915,1328,32.05015
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,669,1.50E+12,63,0.202712946,0.581083076,1,0.243349599,21528.69788,5239,1439,2040,1458,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,673,1.50E+12,63,0.199727843,0.621508506,1,0.333900073,14387.53803,4804,1294,1561,1318,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,688,1.50E+12,63,0.199727843,0.621508506,1,0.294656864,10317.08531,3040,785,918,802,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,739,1.50E+12,63,0.202712946,0.581083076,1,0.62252574,5644.746509,3514,941,1120,954,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,777,1.50E+12,63,0.377003283,0.200740052,1,0.332758563,11804.35436,3928,1057,1876,1064,26.714
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,809,1.50E+12,63,0.199727843,0.621508506,1,0.291532943,13552.49927,3951,947,1161,968,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,813,1.50E+12,63,0.199727843,0.621508506,1,0.147053975,24406.0046,3589,934,1190,938,32.2946
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,847,1.50E+12,63,0.202712946,0.581083076,1,0.180011291,23142.99272,4166,1071,1424,1095,31.3732
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,885,1.50E+12,63,0.310377339,0.120146788,1,0.75898317,24739.679,18777,5050,6838,5087,30.7494
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,089A,150200001089A,63,0.224245824,0.488895818,1,0.822263036,13220.83022,10871,2920,3734,2948,31.24844
15,México,20,Coacalco de Berriozábal,1,Total AGEB urbana,902,1.50E+12,63,0.202712946,0.581083076,1,0.17789035,0,0,0,0,0,31.3732
15,México,21,Coatepec Harinas,1,Total AGEB urbana,98,1.50E+12,47,0.405728019,0.152240493,1,0.90785184,3609.619826,3277,781,984,784,23.81
15,México,21,Coatepec Harinas,1,Total AGEB urbana,100,1.50E+12,28,0.405728019,0.152240493,1,0.629120756,3601.852232,2266,502,610,504,23.81
15,México,22,Cocotitlán,1,Total AGEB urbana,42,1.50E+12,57,0.22984071,0.598146828,1,0.5481523,5443.742546,2984,720,816,722,31.7142
15,México,22,Cocotitlán,1,Total AGEB urbana,57,1.50E+12,52,0.22984071,0.598146828,1,0.417149579,7615.973159,3177,806,955,816,31.7142
15,México,22,Cocotitlán,1,Total AGEB urbana,61,1.50E+12,52,0.22984071,0.598146828,1,0.971434083,2880.277775,2798,725,813,730,31.7142
15,México,22,Cocotitlán,1,Total AGEB urbana,108,1.50E+12,57,0.22984071,0.598146828,1,0.006230799,4493.805981,28,8,8,8,31.7142
15,México,22,Cocotitlán,1,Total AGEB urbana,112,1.50E+12,52,0.22984071,0.598146828,1,0.212966893,1286.58495,274,72,83,72,31.7142
15,México,23,Coyotepec,1,Total AGEB urbana,004A,150230001004A,61,0.242565755,0.194033412,1,0.2874323,4741.986201,1363,289,341,308,29.8544
15,México,23,Coyotepec,1,Total AGEB urbana,92,1.50E+12,61,0.242565755,0.194033412,1,0.276212931,3153.364316,871,184,210,194,29.8544
15,México,23,Coyotepec,1,Total AGEB urbana,105,1.50E+12,61,0.280517888,0.359417106,1,1.963318564,2824.299684,5545,1185,1367,1237,29.8251
15,México,23,Coyotepec,1,Total AGEB urbana,139,1.50E+12,58,0.242565755,0.194033412,1,1.44431278,2956.423331,4270,908,1087,953,29.8544
15,México,23,Coyotepec,1,Total AGEB urbana,158,1.50E+12,59.5,0.242565755,0.194033412,1,0.60982264,6037.821096,3682,831,917,834,29.8544
15,México,23,Coyotepec,1,Total AGEB urbana,196,1.50E+12,61,0.309150085,0.359417106,1,0.718201159,2431.073772,1746,379,448,396,29.94546667
15,México,24,Cuautitlán,1,Total AGEB urbana,28,1.50E+12,63,0.278407419,0.179837575,1,0.447489865,7734.253386,3461,916,1126,963,30.3784
15,México,24,Cuautitlán,1,Total AGEB urbana,32,1.50E+12,63,0.278407419,0.179837575,1,0.399764385,4317.543198,1726,450,560,471,30.3784
15,México,24,Cuautitlán,1,Total AGEB urbana,47,1.50E+12,63,0.278407419,0.179837575,1,0.268333623,10472.03839,2810,477,564,504,30.3784
15,México,24,Cuautitlán,1,Total AGEB urbana,51,1.50E+12,63,0.278407419,0.179837575,1,0.572485777,2211.408652,1266,324,405,334,30.3784
15,México,24,Cuautitlán,1,Total AGEB urbana,85,1.50E+12,63,0.278407419,0.179837575,1,0.07601807,9234.646502,702,151,168,156,30.3784
15,México,24,Cuautitlán,1,Total AGEB urbana,009A,150240001009A,63,0.260687747,0.121794445,1,0.626452694,5559.877116,3483,820,910,829,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,117,1.50E+12,63,0.278407419,0.179837575,1,0.390914265,1033.474693,404,114,132,117,30.3784
15,México,24,Cuautitlán,1,Total AGEB urbana,136,1.50E+12,63,0.210577377,0.444911494,1,0.82156371,4504.824101,3701,935,1120,954,30.97312
15,México,24,Cuautitlán,1,Total AGEB urbana,210,1.50E+12,63,0.260687747,0.121794445,1,0.178415751,12218.65218,2180,615,905,638,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,244,1.50E+12,63,0.260687747,0.121794445,1,0.23009415,12977.29646,2986,823,1112,844,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,259,1.50E+12,63,0.260687747,0.121794445,1,0.155884662,16672.58321,2599,610,678,621,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,348,1.50E+12,63,0.260687747,0.121794445,1,0.44522159,19520.61669,8691,2324,3177,2369,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,386,1.50E+12,63,0.260687747,0.121794445,1,0.578781474,492.4138255,285,63,72,64,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,390,1.50E+12,63,0.260687747,0.121794445,1,1.542999373,4364.875397,6735,1705,2430,1744,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,403,1.50E+12,63,0.260687747,0.121794445,1,1.403714602,10254.22118,14394,3649,4705,3691,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,418,1.50E+12,63,0.260687747,0.121794445,1,0.735949378,14669.48722,10796,2991,4347,3049,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,437,1.50E+12,63,0.260687747,0.121794445,1,0.654104758,14032.9204,9179,2576,4431,2627,31.358
15,México,24,Cuautitlán,1,Total AGEB urbana,456,1.50E+12,63,0.260687747,0.121794445,1,0.224707818,10551.4798,2371,681,1310,690,31.358
15,México,24,Cuautitlán,88,Total AGEB urbana,278,1.50E+12,63,0.387116612,0.122335054,1,0.896449793,3048.692768,2733,651,714,659,28.8392
15,México,24,Cuautitlán,88,Total AGEB urbana,282,1.50E+12,63,0.387116612,0.122335054,1,1.166627088,581.162573,678,158,208,161,28.8392
15,México,24,Cuautitlán,88,Total AGEB urbana,297,1.50E+12,63,0.387116612,0.122335054,1,0.845651429,2184.115034,1847,439,482,442,28.8392
15,México,24,Cuautitlán,111,Total AGEB urbana,475,1.50E+12,63,0.387116612,0.122335054,1,0.170969781,15224.91272,2603,733,1290,746,28.8392
15,México,24,Cuautitlán,111,Total AGEB urbana,494,1.50E+12,63,0.260687747,0.121794445,1,0.221630728,16577.12372,3674,1029,1768,1045,31.358
15,México,25,Chalco,1,Total AGEB urbana,129,1.50E+12,63,0.26830146,0.441615477,1,0.597786975,5916.823462,3537,878,1038,891,30.9176
15,México,25,Chalco,1,Total AGEB urbana,769,1.50E+12,63,0.124605115,0.550597978,1,0.541146541,10945.27924,5923,1418,1571,1431,31.9548
15,México,25,Chalco,1,Total AGEB urbana,788,1.50E+12,63,0.124605115,0.550597978,1,0.24152314,16623.66594,4015,996,1085,999,31.9548
15,México,25,Chalco,1,Total AGEB urbana,805,1.50E+12,63,0.124605115,0.550597978,1,0.190582943,15693.95427,2991,726,797,733,31.9548
15,México,25,Chalco,1,Total AGEB urbana,081A,150250001081A,63,0.124605115,0.550597978,1,0.357518706,15028.58426,5373,1319,1448,1337,31.9548
15,México,25,Chalco,1,Total AGEB urbana,824,1.50E+12,63,0.196453287,0.496106728,1,0.353161554,15375.39955,5430,1322,1511,1338,31.4362
15,México,25,Chalco,1,Total AGEB urbana,839,1.50E+12,63,0.26830146,0.441615477,1,0.272076459,16561.52103,4506,1063,1205,1075,30.9176
15,México,25,Chalco,1,Total AGEB urbana,932,1.50E+12,63,0.124605115,0.550597978,1,0.330581442,17635.59374,5830,1457,1618,1466,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1131,1.50E+12,63,0.124605115,0.550597978,1,0.610478827,12540.97549,7656,1757,1891,1774,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1201,1.50E+12,63,0.124605115,0.550597978,1,0.635820829,6423.193163,4084,1035,1177,1046,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1216,1.50E+12,63,0.196156876,0.560107748,1,1.861353916,2189.266622,4075,1035,1241,1068,31.75311429
15,México,25,Chalco,1,Total AGEB urbana,1220,1.50E+12,63,0.124605115,0.550597978,1,0.652242121,6914.610167,4510,1129,1273,1144,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1235,1.50E+12,63,0.239514949,0.505901761,1,1.715564271,1749.278678,3001,813,1017,820,31.29837778
15,México,25,Chalco,1,Total AGEB urbana,1288,1.50E+12,63,0.124605115,0.550597978,1,0.466059237,10595.21967,4938,1212,1344,1219,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1305,1.50E+12,63,0.124605115,0.550597978,1,0.37204616,8004.383116,2978,746,832,765,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1521,1.50E+12,63,0.124605115,0.550597978,1,0.222763402,18405.17768,4100,977,1051,988,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1790,1.50E+12,63,0.124605115,0.550597978,1,0.172260562,13079.02388,2253,494,598,498,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1822,1.50E+12,63,0.124605115,0.550597978,1,0.175114857,13945.13319,2442,589,668,591,31.9548
15,México,25,Chalco,1,Total AGEB urbana,1856,1.50E+12,63,0.124605115,0.550597978,1,0.18642028,18232.99479,3399,785,911,792,31.9548
15,México,25,Chalco,1,Total AGEB urbana,2021,1.50E+12,63,0.18112322,0.550597978,1,1.47296912,3138.558669,4623,1037,1226,1065,31.78748571
15,México,25,Chalco,1,Total AGEB urbana,2036,1.50E+12,63,0.124605115,0.550597978,1,0.383516786,12038.58649,4617,1116,1290,1133,31.9548
15,México,25,Chalco,1,Total AGEB urbana,2040,1.50E+12,63,0.124605115,0.550597978,1,0.448430859,13228.34922,5932,1420,1605,1424,31.9548
15,México,25,Chalco,1,Total AGEB urbana,2055,1.50E+12,63,0.124605115,0.550597978,1,0.334872835,9328.914351,3124,731,848,742,31.9548
15,México,25,Chalco,1,Total AGEB urbana,206A,150250001206A,63,0.124605115,0.550597978,1,0.236310754,13854.63823,3274,778,917,781,31.9548
15,México,25,Chalco,1,Total AGEB urbana,2089,1.50E+12,63,0.26830146,0.441615477,1,0.639402517,16030.59063,10250,1925,3022,1948,30.9176
15,México,25,Chalco,1,Total AGEB urbana,2106,1.50E+12,63,0.26830146,0.441615477,1,0.2959932,5993.38093,1774,478,833,483,30.9176
15,México,25,Chalco,1,Total AGEB urbana,2144,1.50E+12,63,0.124605115,0.550597978,1,0.087225648,16887.2348,1473,387,453,387,31.9548
15,México,25,Chalco,1,Total AGEB urbana,2163,1.50E+12,63,0.26830146,0.441615477,1,0.321157995,17770.06981,5707,1532,2739,1553,30.9176
15,México,25,Chalco,1,Total AGEB urbana,2178,1.50E+12,63,0.26830146,0.441615477,1,0.595678434,4117.993634,2453,557,688,557,30.9176
15,México,25,Chalco,2,Total AGEB urbana,2248,1.50E+12,62,0.254392259,0.598146828,1,0.513682534,321.2100648,165,42,46,42,31.5211
15,México,25,Chalco,5,Total AGEB urbana,1095,1.50E+12,62,0.276129597,0.598146828,1,0.335413454,3401.771713,1141,273,312,276,31.5417
15,México,25,Chalco,5,Total AGEB urbana,1108,1.50E+12,62,0.22984071,0.598146828,1,0.356045077,2460.362622,876,194,237,200,31.7142
15,México,25,Chalco,5,Total AGEB urbana,2182,1.50E+12,62,0.22984071,0.598146828,1,0.377516547,13898.72853,5247,1413,3311,1430,31.7142
15,México,25,Chalco,10,Total AGEB urbana,133,1.50E+12,61,0.317786547,0.335848719,1,1.141065865,6767.356941,7722,1792,1983,1804,29.7708
15,México,25,Chalco,10,Total AGEB urbana,1023,1.50E+12,61,0.317786547,0.335848719,1,0.522754386,3862.234454,2019,495,560,496,29.7708
15,México,25,Chalco,10,Total AGEB urbana,1199,1.50E+12,61,0.289733526,0.478127351,1,0.234081757,5340.014604,1250,294,321,294,30.1612
15,México,25,Chalco,13,Total AGEB urbana,970,1.50E+12,62,0.249494757,0.600403353,1,0.457782613,1378.383501,631,148,184,149,31.4638
15,México,25,Chalco,13,Total AGEB urbana,1540,1.50E+12,62,0.249494757,0.600403353,1,0.558298083,7814.821751,4363,1061,1216,1066,31.4638
15,México,25,Chalco,13,Total AGEB urbana,2110,1.50E+12,62,0.249494757,0.600403353,1,0.225934726,15079.57656,3407,910,1528,931,31.4638
15,México,25,Chalco,14,Total AGEB urbana,1150,1.50E+12,54.42857143,0.237397007,0.389435655,1,1.316352425,3152.651161,4150,965,1056,976,29.9942
15,México,25,Chalco,14,Total AGEB urbana,1165,1.50E+12,51,0.224494713,0.427830793,1,0.576437607,3445.299157,1986,476,588,485,30.316
